customer_id,tenure_months,contract,plan,monthly_fee,support_tickets_90d,autopay,logins_30d,churned
U10557,7,two_year,standard,90.92,0,0,18,0
U10558,41,monthly,basic,136.16,0,1,9,1
U10559,37,two_year,premium,95.06,1,1,17,1
U10560,6,one_year,premium,45.33,0,0,16,0
U10561,15,monthly,basic,64.14,0,1,16,0
U10562,46,one_year,basic,123.89,2,0,4,0
U10563,26,monthly,basic,80.69,1,1,14,0
U10564,11,monthly,standard,79.74,0,0,17,0
U10565,36,one_year,premium,76.61,1,1,5,0
U10566,48,monthly,premium,56.39,0,0,12,0
U10567,38,two_year,basic,15.0,1,0,5,0
U10568,50,monthly,basic,35.61,0,0,2,0
U10569,28,one_year,premium,47.79,1,0,12,0
U10570,55,monthly,standard,78.1,3,1,32,0
U10571,10,two_year,standard,77.03,0,1,46,0
U10572,70,two_year,standard,70.49,1,0,8,0
U10573,59,one_year,standard,53.85,1,0,11,0
U10574,23,monthly,premium,97.37,0,1,19,1
U10575,62,monthly,standard,,2,0,36,0
U10576,67,monthly,standard,69.95,2,0,12,0
U10577,41,two_year,premium,48.56,1,0,10,0
U10578,46,monthly,standard,69.0,2,1,2,0
U10579,21,monthly,basic,83.67,0,1,14,0
U10580,33,monthly,premium,85.91,1,0,5,0
U10581,71,monthly,standard,60.65,2,1,3,0
U10582,45,monthly,standard,76.81,1,0,35,0
U10583,9,monthly,standard,62.0,1,1,1,0
U10584,11,two_year,standard,82.96,1,0,1,0
U10585,63,one_year,standard,59.39,0,0,12,0
U10586,26,monthly,basic,116.2,3,0,3,1
U10587,45,monthly,standard,106.48,0,0,5,0
U10588,55,one_year,basic,37.45,2,0,11,0
U10589,19,two_year,basic,72.47,1,1,14,0
U10590,55,two_year,premium,80.84,2,0,16,0
U10591,42,monthly,basic,87.49,2,0,18,0
U10592,13,one_year,basic,29.04,1,0,10,0
U10593,40,monthly,basic,42.61,0,0,7,0
U10594,7,monthly,standard,88.94,2,0,15,0
U10595,1,monthly,basic,74.21,1,0,9,1
U10596,34,monthly,standard,102.72,0,1,3,0
U10597,34,one_year,basic,96.23,1,0,4,0
U10598,58,monthly,premium,45.39,2,1,9,0
U10599,56,monthly,premium,67.51,0,0,13,0
U10600,39,monthly,standard,54.24,0,1,3,0
U10601,46,one_year,basic,75.79,0,1,11,0
U10602,43,one_year,premium,111.68,0,0,4,0
U10603,10,one_year,standard,61.57,2,0,2,0
U10604,49,monthly,standard,94.12,0,1,15,0
U10605,16,one_year,basic,76.98,2,1,11,0
U10606,4,monthly,standard,76.31,3,0,22,1
U10607,50,monthly,basic,68.6,0,1,7,0
U10608,43,one_year,standard,67.23,0,1,25,0
U10609,2,one_year,basic,85.35,0,0,8,0
U10610,59,monthly,standard,55.49,0,1,1,0
U10611,50,two_year,standard,86.04,2,0,9,0
U10612,30,two_year,premium,70.14,1,1,13,0
U10613,38,two_year,premium,45.32,2,0,5,0
U10614,45,monthly,premium,40.11,2,0,29,1
U10615,28,monthly,standard,98.58,2,0,2,1
U10616,24,monthly,premium,28.93,1,0,16,1
U10617,30,monthly,basic,78.55,2,0,23,0
U10618,12,monthly,basic,150.0,1,0,3,1
U10619,34,monthly,basic,38.88,2,1,1,0
U10620,43,two_year,basic,77.68,2,0,22,0
U10621,8,one_year,premium,32.32,0,0,12,0
U10622,7,two_year,standard,,1,0,11,0
U10623,66,two_year,premium,83.41,1,1,29,0
U10624,14,two_year,basic,73.5,3,1,0,0
U10625,30,two_year,basic,83.78,0,0,7,0
U10626,15,monthly,basic,40.73,1,0,7,0
U10627,48,monthly,premium,68.08,2,0,8,0
U10628,33,monthly,basic,39.9,2,0,3,1
U10629,8,one_year,standard,81.87,2,1,6,1
U10630,1,monthly,standard,30.11,1,1,34,0
U10631,63,monthly,standard,78.02,1,0,14,0
U10632,31,monthly,basic,98.38,0,1,19,0
U10633,50,monthly,premium,99.01,1,1,2,0
U10634,16,one_year,basic,69.46,0,1,47,0
U10635,19,one_year,basic,70.17,1,0,4,1
U10636,38,monthly,basic,52.5,0,0,14,0
U10637,65,monthly,basic,69.31,1,1,18,0
U10638,29,one_year,premium,43.64,0,0,10,0
U10639,63,two_year,basic,18.11,4,0,4,0
U10640,3,monthly,basic,51.11,2,1,4,0
U10641,33,monthly,premium,81.14,0,0,4,0
U10642,26,monthly,standard,37.24,0,1,8,0
U10643,20,one_year,standard,82.58,1,0,6,0
U10644,1,one_year,basic,119.57,1,1,13,0
U10645,59,monthly,premium,72.54,4,1,4,0
U10646,2,two_year,standard,71.23,0,0,9,0
U10647,1,two_year,standard,15.26,1,0,18,0
U10648,1,monthly,standard,55.44,1,0,20,0
U10649,68,one_year,standard,29.71,1,1,7,0
U10650,38,monthly,basic,81.45,1,1,6,0
U10651,69,monthly,premium,45.7,1,0,13,0
U10652,32,monthly,standard,63.87,2,0,19,0
U10653,6,monthly,basic,48.2,0,0,7,0
U10654,8,one_year,basic,63.89,0,1,4,0
U10655,67,monthly,premium,59.66,1,0,28,0
U10656,50,monthly,standard,83.57,2,1,25,0
U10657,21,monthly,premium,121.91,1,1,14,0
U10658,32,one_year,basic,76.19,3,0,9,0
U10659,58,monthly,standard,46.4,1,1,21,0
U10660,64,two_year,premium,53.65,0,0,26,0
U10661,62,monthly,standard,56.3,1,0,7,0
U10662,71,two_year,basic,33.56,2,0,4,0
U10663,13,one_year,basic,65.97,0,1,14,0
U10664,10,two_year,premium,44.25,2,1,12,0
U10665,25,two_year,basic,60.59,0,1,3,0
U10666,6,monthly,standard,71.97,0,1,13,0
U10667,68,monthly,basic,113.49,1,0,3,0
U10668,9,two_year,basic,62.77,2,0,12,0
U10669,56,monthly,basic,93.15,1,1,3,0
U10670,26,one_year,basic,96.62,1,1,1,0
U10671,50,one_year,basic,38.8,2,0,11,1
U10672,69,monthly,basic,62.53,0,1,7,0
U10673,17,monthly,basic,49.47,1,0,6,1
U10674,56,monthly,premium,104.98,2,1,5,0
U10675,53,monthly,basic,85.73,0,0,29,0
U10676,21,one_year,standard,77.6,4,0,21,0
U10677,3,monthly,standard,66.13,2,1,19,1
U10678,35,monthly,basic,23.1,3,0,3,0
U10679,19,one_year,basic,57.42,2,1,13,0
U10680,50,monthly,basic,45.98,1,1,4,0
U10681,18,monthly,premium,64.55,1,1,4,0
U10682,24,monthly,basic,34.08,0,0,4,1
U10683,5,one_year,basic,25.6,1,0,3,0
U10684,13,monthly,standard,38.1,1,0,7,0
U10685,34,two_year,standard,80.85,1,1,8,0
U10686,25,monthly,basic,78.67,0,1,11,0
U10687,3,one_year,basic,70.12,1,1,50,0
U10688,53,monthly,basic,69.04,1,1,1,0
U10689,70,one_year,standard,54.46,1,0,24,0
U10690,21,monthly,basic,82.64,0,1,16,0
U10691,35,two_year,standard,46.4,1,1,11,0
U10692,25,two_year,standard,61.49,1,1,1,0
U10693,55,one_year,premium,82.13,0,0,2,0
U10694,13,one_year,basic,83.66,1,1,10,0
U10695,38,monthly,standard,41.52,0,1,9,0
U10696,26,monthly,standard,57.18,3,1,6,0
U10697,9,two_year,standard,82.57,2,0,5,0
U10698,51,monthly,standard,68.27,1,1,15,0
U10699,33,one_year,standard,74.25,1,0,13,0
U10700,18,two_year,standard,86.54,1,0,5,0
U10701,1,one_year,premium,72.24,1,0,3,0
U10702,71,monthly,basic,41.11,1,0,10,0
U10703,22,monthly,standard,39.45,0,1,17,0
U10704,3,two_year,basic,69.95,2,1,9,0
U10705,46,monthly,standard,104.63,1,0,3,0
U10706,63,monthly,premium,56.33,0,0,24,0
U10707,13,monthly,basic,88.56,2,1,3,1
U10708,68,monthly,standard,61.3,2,1,2,1
U10709,66,monthly,basic,107.3,0,1,21,0
U10710,2,two_year,premium,17.6,1,1,29,0
U10711,46,monthly,standard,33.74,1,1,10,0
U10712,52,one_year,premium,93.56,0,0,7,0
U10713,2,one_year,basic,92.55,2,0,5,0
U10714,68,one_year,basic,54.88,0,0,2,0
U10715,31,one_year,standard,89.43,2,1,11,0
U10716,13,monthly,standard,55.77,2,0,6,1
U10717,64,one_year,standard,62.72,1,0,6,0
U10718,70,one_year,basic,79.29,0,0,22,0
U10719,19,monthly,standard,63.74,0,1,35,0
U10720,31,two_year,premium,56.03,0,0,24,0
U10721,9,monthly,premium,28.19,0,0,22,1
U10722,6,monthly,basic,35.19,0,1,19,0
U10723,20,monthly,basic,45.83,1,1,19,0
U10724,6,monthly,basic,103.1,0,0,12,1
U10725,35,monthly,standard,38.16,1,1,16,0
U10726,23,one_year,premium,80.99,0,1,11,0
U10727,28,monthly,standard,39.21,1,0,23,0
U10728,59,monthly,basic,75.52,1,1,11,0
U10729,18,monthly,standard,62.68,2,0,9,0
U10730,54,two_year,standard,30.33,0,1,2,0
U10731,34,one_year,basic,89.29,1,1,2,0
U10732,8,monthly,basic,49.71,0,0,13,0
U10733,35,monthly,standard,31.89,3,1,8,0
U10734,68,monthly,basic,59.26,1,0,14,0
U10735,50,monthly,basic,67.09,1,0,21,0
U10736,50,monthly,standard,79.3,0,1,31,0
U10737,71,one_year,premium,39.74,2,0,13,0
U10738,36,monthly,basic,34.51,1,1,12,0
U10739,46,monthly,basic,100.35,1,0,6,1
U10740,25,one_year,basic,97.36,2,0,10,0
U10741,6,monthly,premium,64.18,3,0,10,1
U10742,16,monthly,standard,78.92,0,1,11,0
U10743,11,monthly,standard,91.48,0,1,14,0
U10744,27,monthly,basic,60.09,3,1,14,0
U10745,22,two_year,basic,51.1,0,1,16,0
U10746,4,one_year,standard,68.07,0,0,20,0
U10747,67,two_year,standard,58.05,1,0,6,0
U10748,42,one_year,basic,56.59,1,0,3,0
U10749,5,monthly,standard,89.18,1,0,8,1
U10750,65,one_year,premium,96.75,1,0,7,0
U10751,47,monthly,premium,76.38,1,1,10,0
U10752,28,monthly,basic,86.84,2,1,6,0
U10753,29,monthly,standard,38.29,0,1,14,1
U10754,32,one_year,standard,77.68,0,1,2,0
U10755,18,monthly,standard,84.42,1,0,11,1
U10756,37,two_year,basic,75.25,1,1,11,0
U10757,46,one_year,premium,25.28,1,1,21,0
U10758,58,monthly,standard,39.56,1,1,4,0
U10759,54,monthly,standard,77.65,0,1,31,0
U10760,50,monthly,basic,25.45,1,1,16,0
U10761,55,monthly,premium,71.86,0,1,20,0
U10762,29,monthly,premium,63.15,3,1,10,0
U10763,16,monthly,premium,113.94,3,1,10,1
U10764,19,one_year,premium,48.72,1,1,8,0
U10765,14,monthly,standard,51.17,0,1,19,0
U10766,24,monthly,standard,95.18,1,0,15,0
U10767,14,monthly,premium,95.7,2,1,4,1
U10768,51,two_year,standard,37.64,1,1,8,0
U10769,16,two_year,basic,62.06,2,0,23,0
U10770,38,one_year,standard,70.72,1,0,18,0
U10771,16,two_year,standard,58.35,1,1,8,0
U10772,70,one_year,standard,65.15,0,0,8,0
U10773,38,monthly,basic,80.31,0,1,27,0
U10774,33,monthly,standard,15.0,0,0,13,0
U10775,23,one_year,standard,82.17,1,1,5,0
U10776,6,one_year,premium,62.42,0,0,10,0
U10777,44,monthly,standard,69.96,3,1,14,0
U10778,8,one_year,standard,86.13,0,0,7,0
U10779,69,one_year,basic,70.97,1,1,15,0
U10780,22,monthly,basic,58.61,2,1,9,0
U10781,57,monthly,basic,104.74,3,1,2,0
U10782,11,one_year,standard,45.64,2,1,24,0
U10783,7,monthly,standard,33.98,1,0,1,1
U10784,6,monthly,premium,15.0,2,0,17,0
U10785,68,two_year,standard,89.74,0,0,34,0
U10786,23,one_year,standard,41.69,1,1,6,0
U10787,28,two_year,premium,93.53,0,1,16,0
U10788,23,monthly,basic,88.21,0,0,19,0
U10789,13,two_year,standard,88.97,0,0,1,1
U10790,13,two_year,standard,40.45,2,0,4,0
U10791,18,one_year,basic,77.56,2,1,29,0
U10792,50,monthly,premium,103.56,2,1,16,0
U10793,4,monthly,standard,52.36,1,0,25,0
U10794,65,monthly,premium,42.98,2,1,11,0
U10795,21,monthly,premium,68.14,0,1,20,0
U10796,61,two_year,basic,42.1,1,1,13,0
U10797,34,two_year,standard,53.55,1,1,16,0
U10798,50,two_year,basic,63.96,2,0,24,0
U10799,8,monthly,standard,61.66,0,0,6,0
U10800,42,monthly,standard,71.51,0,0,16,0
U10801,69,monthly,premium,43.79,1,1,5,0
U10802,64,monthly,premium,44.6,1,1,7,0
U10803,31,two_year,standard,63.24,2,1,8,0
U10804,17,two_year,basic,93.0,3,0,11,1
U10805,39,monthly,standard,72.94,3,0,8,0
U10806,20,one_year,standard,15.0,0,1,13,0
U10807,23,two_year,basic,,0,0,15,0
U10808,1,one_year,standard,52.34,1,1,16,0
U10809,65,two_year,standard,51.8,1,1,14,0
U10810,6,monthly,standard,58.81,0,0,3,1
U10811,61,monthly,basic,54.81,0,1,20,0
U10812,54,two_year,standard,58.36,1,0,11,0
U10813,35,one_year,basic,81.77,0,0,21,0
U10814,25,two_year,basic,96.3,1,1,6,0
U10815,1,two_year,basic,51.19,0,0,5,0
U10816,40,monthly,premium,62.45,0,0,6,0
U10817,47,two_year,premium,101.54,0,0,11,1
U10818,52,two_year,basic,35.37,0,1,6,0
U10819,24,monthly,basic,59.72,4,1,6,1
U10820,10,one_year,basic,71.56,1,0,4,0
U10821,10,two_year,basic,47.87,3,1,22,0
U10822,64,monthly,premium,,0,0,9,0
U10823,33,monthly,standard,101.99,2,0,7,0
U10824,19,monthly,standard,79.53,0,1,13,0
U10825,52,monthly,basic,32.22,3,1,3,0
U10826,10,one_year,standard,139.75,2,1,20,1
U10827,47,monthly,standard,75.23,0,1,12,0
U10828,20,monthly,basic,75.09,1,1,5,1
U10829,7,monthly,standard,54.56,1,0,10,1
U10830,61,two_year,standard,82.04,2,0,7,0
U10831,65,two_year,standard,78.06,1,0,12,0
U10832,4,two_year,standard,64.81,0,0,8,0
U10833,35,one_year,premium,65.1,2,0,14,0
U10834,49,monthly,standard,66.1,1,1,20,0
U10835,65,two_year,standard,41.4,1,1,8,0
U10836,48,two_year,standard,87.68,2,1,17,0
U10837,30,monthly,standard,49.21,3,0,3,0
U10838,24,monthly,premium,20.17,2,1,2,0
U10839,65,monthly,basic,15.0,2,1,21,0
U10840,47,monthly,standard,68.49,1,0,9,1
U10841,60,two_year,standard,18.99,0,0,9,0
U10842,52,one_year,basic,62.31,2,1,2,0
U10843,3,monthly,basic,68.84,0,0,3,0
U10844,49,one_year,premium,60.47,0,1,10,0
U10845,63,one_year,standard,103.18,0,0,6,0
U10846,71,monthly,standard,53.88,0,0,8,0
U10847,49,monthly,basic,65.84,3,0,20,0
U10848,18,two_year,premium,75.88,1,1,11,0
U10849,42,two_year,premium,96.11,2,0,5,0
U10850,14,monthly,premium,25.74,2,0,9,0
U10851,1,one_year,basic,120.59,3,1,2,0
U10852,54,monthly,basic,53.92,3,1,6,0
U10853,45,monthly,basic,107.41,2,0,10,0
U10854,26,monthly,basic,44.06,1,0,6,0
U10855,46,monthly,standard,52.63,1,0,5,0
U10856,10,monthly,basic,75.73,4,0,6,1
U10857,62,two_year,standard,57.21,0,1,3,0
U10858,26,one_year,basic,73.92,0,0,42,0
U10859,28,two_year,basic,57.9,2,0,14,1
U10860,65,monthly,standard,114.48,1,1,8,0
U10861,5,one_year,basic,44.03,0,1,29,0
U10862,43,one_year,standard,73.7,0,0,9,0
U10863,53,one_year,basic,96.4,1,1,5,0
U10864,36,monthly,premium,72.81,1,1,15,0
U10865,27,monthly,basic,19.39,1,1,17,1
U10866,52,monthly,standard,96.13,0,0,53,0
U10867,24,monthly,basic,33.79,4,0,23,1
U10868,26,monthly,basic,43.58,0,1,8,0
U10869,48,monthly,basic,103.94,0,0,4,1
U10870,57,monthly,standard,102.77,2,1,6,0
U10871,3,monthly,standard,61.47,2,0,26,1
U10872,48,monthly,standard,100.63,2,0,14,1
U10873,3,two_year,standard,27.31,4,1,16,0
U10874,62,one_year,basic,68.75,3,1,1,1
U10875,70,two_year,basic,49.23,0,0,38,0
U10876,56,monthly,premium,33.01,0,1,11,0
U10877,62,one_year,premium,15.0,1,1,15,0
U10878,54,monthly,basic,96.29,5,1,1,0
U10879,57,two_year,premium,63.43,0,0,8,0
U10880,66,monthly,standard,88.29,1,0,7,0
U10881,35,monthly,standard,79.1,0,1,19,0
U10882,9,two_year,standard,60.71,2,1,5,0
U10883,28,monthly,standard,63.96,0,1,11,0
U10884,5,monthly,basic,26.05,0,1,5,0
U10885,14,monthly,standard,57.44,5,0,9,1
U10886,40,two_year,premium,91.63,4,1,7,0
U10887,3,monthly,basic,102.58,2,0,16,0
U10888,66,monthly,premium,43.61,2,0,1,0
U10889,57,two_year,basic,105.17,1,1,7,0
U10890,44,monthly,basic,34.56,0,1,22,0
U10891,19,one_year,basic,70.04,0,0,3,0
U10892,9,monthly,standard,69.47,1,0,26,1
U10893,54,monthly,standard,88.91,3,1,13,0
U10894,16,two_year,premium,45.43,3,1,29,0
U10895,5,monthly,basic,84.86,0,0,8,1
U10896,27,two_year,basic,52.42,1,0,2,0
U10897,18,two_year,premium,30.51,0,0,26,0
U10898,35,one_year,basic,47.22,2,0,22,0
U10899,31,monthly,premium,63.42,0,1,5,0
U10900,43,two_year,basic,87.93,0,1,18,0
U10901,27,monthly,premium,81.3,1,0,6,0
U10902,62,two_year,basic,47.75,1,0,9,0
U10903,15,two_year,premium,77.78,1,1,10,0
U10904,56,two_year,basic,83.6,1,0,9,0
U10905,56,one_year,basic,85.11,2,0,6,0
U10906,2,monthly,basic,69.69,1,0,5,1
U10907,6,monthly,standard,48.8,1,0,10,1
U10908,9,one_year,basic,41.32,4,0,14,1
U10909,44,monthly,premium,71.59,0,1,7,0
U10910,24,one_year,standard,80.15,2,0,17,0
U10911,40,one_year,standard,42.45,1,0,41,0
U10912,9,monthly,standard,50.13,1,0,13,0
U10913,38,one_year,basic,99.27,1,1,3,0
U10914,23,monthly,basic,90.36,2,0,29,0
U10915,13,two_year,premium,77.74,1,1,16,0
U10916,3,monthly,standard,68.39,1,1,7,0
U10917,47,monthly,basic,56.59,1,0,5,0
U10918,47,one_year,basic,45.21,0,1,9,0
U10919,51,monthly,basic,90.89,1,1,20,0
U10920,6,monthly,standard,41.47,1,1,32,0
U10921,41,one_year,premium,113.18,1,0,14,0
U10922,19,one_year,standard,105.98,1,1,12,0
U10923,42,monthly,premium,38.78,2,1,5,0
U10924,63,one_year,premium,17.13,1,1,5,0
U10925,39,monthly,premium,66.65,2,1,17,0
U10926,33,monthly,basic,35.04,1,0,5,0
U10927,31,one_year,basic,49.96,0,0,28,0
U10928,36,monthly,premium,71.85,0,1,23,0
U10929,41,monthly,standard,29.01,2,1,11,0
U10930,12,monthly,basic,70.16,1,1,7,1
U10931,37,monthly,standard,96.63,2,1,20,0
U10932,19,monthly,premium,97.47,0,1,28,0
U10933,21,two_year,basic,91.0,0,1,23,0
U10934,19,monthly,basic,58.22,0,0,8,0
U10935,61,monthly,basic,53.6,1,0,9,0
U10936,32,one_year,premium,50.93,1,1,6,0
U10937,25,one_year,premium,68.78,0,0,12,0
U10938,19,monthly,basic,83.33,2,1,4,0
U10939,8,two_year,basic,62.31,1,1,10,0
U10940,37,one_year,standard,30.64,2,0,14,0
U10941,45,monthly,standard,32.21,1,0,22,0
U10942,19,one_year,standard,45.27,1,0,21,0
U10943,61,one_year,standard,66.04,0,1,19,0
U10944,44,monthly,standard,80.51,0,1,1,0
U10945,8,monthly,basic,62.59,1,0,25,1
U10946,8,two_year,standard,82.24,0,1,8,0
U10947,3,monthly,basic,60.88,1,1,6,0
U10948,68,monthly,standard,69.95,2,1,4,0
U10949,23,monthly,basic,75.41,0,1,4,0
U10950,68,monthly,premium,59.37,1,1,13,0
U10951,20,two_year,basic,85.82,1,1,10,0
U10952,21,monthly,standard,99.85,1,0,6,0
U10953,12,monthly,basic,77.96,1,0,34,0
U10954,9,one_year,basic,55.77,0,0,4,0
U10955,20,two_year,standard,67.75,0,0,14,0
U10956,47,monthly,premium,90.19,0,1,3,0
U10957,31,one_year,basic,67.75,3,1,12,0
U10958,13,two_year,standard,58.54,2,1,13,0
U10959,16,monthly,basic,51.33,2,1,1,0
U10960,15,one_year,basic,61.82,1,1,7,0
U10961,38,one_year,basic,63.39,2,0,8,0
U10962,64,monthly,basic,24.89,1,1,18,0
U10963,29,one_year,basic,80.9,1,0,3,0
U10964,12,two_year,basic,34.55,2,1,2,0
U10965,29,monthly,standard,87.7,0,1,12,0
U10966,8,monthly,standard,15.0,1,1,9,0
U10967,8,monthly,standard,63.43,0,1,1,0
U10968,4,two_year,basic,91.86,3,1,9,1
U10969,54,monthly,standard,90.01,2,1,4,0
U10970,27,monthly,premium,25.57,0,1,5,0
U10971,45,monthly,standard,31.59,1,0,6,0
U10972,10,two_year,premium,75.92,2,0,10,0
U10973,40,monthly,basic,33.96,1,0,5,0
U10974,34,monthly,standard,88.13,0,0,8,0
U10975,23,monthly,premium,102.05,2,1,3,0
U10976,8,monthly,standard,38.81,0,0,25,1
U10977,71,one_year,basic,35.17,1,1,7,0
U10978,48,monthly,standard,55.77,1,1,10,1
U10979,53,monthly,basic,84.38,0,0,4,0
U10980,68,monthly,basic,78.85,1,1,14,0
U10981,60,one_year,basic,73.12,0,1,11,0
U10982,49,two_year,basic,29.54,4,1,14,0
U10983,40,monthly,standard,97.06,1,1,13,0
U10984,25,one_year,premium,64.88,1,0,10,0
U10985,44,two_year,premium,80.08,1,1,9,0
U10986,32,one_year,standard,68.95,2,1,17,0
U10987,50,two_year,basic,84.76,0,1,15,0
U10988,71,monthly,basic,95.53,0,1,3,0
U10989,20,one_year,standard,83.17,2,1,22,0
U10990,51,monthly,basic,15.0,0,1,4,0
U10991,19,monthly,standard,45.35,2,1,7,0
U10992,47,two_year,basic,81.97,2,1,3,0
U10993,55,one_year,standard,36.35,2,1,11,0
U10994,47,monthly,basic,117.77,0,0,8,1
U10995,23,two_year,basic,39.75,1,0,10,0
U10996,53,monthly,basic,69.29,0,1,40,0
U10997,2,two_year,premium,78.57,2,1,9,0
U10998,39,monthly,basic,86.5,3,1,6,1
U10999,33,monthly,standard,116.99,0,0,12,0
U11000,55,monthly,basic,17.76,0,0,14,0
U11001,62,monthly,premium,91.07,0,0,5,0
U11002,35,monthly,standard,82.06,4,0,11,0
U11003,31,monthly,premium,66.43,1,1,19,0
U11004,51,monthly,standard,59.55,1,1,26,0
U11005,40,monthly,basic,47.19,0,0,20,0
U11006,12,monthly,basic,86.86,0,0,2,0
U11007,64,monthly,basic,54.61,1,1,10,0
U11008,21,monthly,standard,81.57,1,1,10,0
U11009,11,monthly,basic,119.33,0,1,11,0
U11010,7,two_year,premium,97.5,4,0,21,0
U11011,14,one_year,premium,85.18,2,1,17,1
U11012,51,one_year,standard,89.2,1,1,7,0
U11013,2,two_year,basic,15.0,2,0,9,0
U11014,61,monthly,basic,85.71,1,0,49,0
U11015,26,two_year,standard,54.46,3,0,19,0
U11016,48,one_year,standard,36.66,2,1,19,0
U11017,10,one_year,standard,,2,1,2,0
U11018,41,two_year,basic,121.46,1,0,10,0
U11019,41,monthly,basic,40.62,0,0,9,0
U11020,21,monthly,standard,68.53,0,1,21,0
U11021,24,monthly,basic,45.3,2,0,8,0
U11022,63,monthly,standard,53.4,2,0,8,0
U11023,7,monthly,standard,94.53,2,0,3,1
U11024,16,monthly,basic,53.04,1,0,38,0
U11025,52,two_year,basic,59.46,2,1,8,0
U11026,6,monthly,basic,63.92,2,0,17,1
U11027,54,one_year,standard,26.06,1,0,3,0
U11028,56,monthly,standard,54.12,2,0,19,0
U11029,65,monthly,premium,81.88,0,1,14,0
U11030,53,one_year,basic,82.72,1,0,8,0
U11031,26,two_year,basic,62.38,0,0,2,0
U11032,24,monthly,standard,91.51,3,0,15,0
U11033,39,monthly,standard,98.45,2,0,30,0
U11034,36,monthly,standard,,2,1,5,1
U11035,46,one_year,basic,57.52,1,1,3,0
U11036,63,two_year,standard,73.87,2,1,11,0
U11037,63,one_year,standard,84.07,1,1,14,0
U11038,19,two_year,basic,66.86,0,0,7,1
U11039,68,monthly,premium,91.3,0,1,3,0
U11040,49,two_year,basic,53.23,0,0,3,0
U11041,24,one_year,standard,89.45,1,0,30,0
U11042,46,one_year,standard,44.11,2,1,5,0
U11043,16,monthly,standard,33.89,1,0,19,0
U11044,40,monthly,basic,102.08,2,0,3,1
U11045,20,monthly,premium,72.54,1,1,16,0
U11046,35,one_year,standard,66.18,0,1,25,0
U11047,19,monthly,standard,30.22,0,1,16,0
U11048,34,two_year,standard,91.25,2,0,36,0
U11049,55,two_year,basic,58.02,1,1,2,0
U11050,5,two_year,basic,83.94,1,1,10,0
U11051,45,monthly,basic,56.84,0,0,13,0
U11052,11,one_year,standard,55.54,0,0,22,0
U11053,9,monthly,basic,45.67,2,0,16,1
U11054,56,monthly,standard,49.78,0,1,12,0
U11055,45,two_year,standard,63.99,2,0,4,0
U11056,69,two_year,standard,65.3,0,0,11,0
U11057,47,two_year,basic,64.11,2,1,4,0
U11058,22,monthly,premium,51.38,1,0,10,0
U11059,36,monthly,standard,69.38,1,0,9,1
U11060,71,one_year,basic,78.53,0,1,12,0
U11061,53,monthly,standard,49.2,0,0,2,0
U11062,19,monthly,basic,75.32,3,1,25,1
U11063,6,monthly,standard,96.68,0,1,7,0
U11064,38,two_year,basic,15.0,0,1,22,0
U11065,49,monthly,basic,85.6,1,0,13,0
U11066,3,monthly,basic,32.11,0,0,15,0
U11067,5,one_year,standard,95.75,2,0,6,0
U11068,35,two_year,standard,68.86,2,0,9,0
U11069,61,two_year,basic,89.15,2,0,13,0
U11070,50,monthly,standard,48.51,1,1,10,0
U11071,38,monthly,standard,60.89,0,0,2,0
U11072,49,two_year,standard,23.37,0,0,11,0
U11073,60,monthly,premium,59.03,0,0,9,0
U11074,19,monthly,premium,70.34,2,1,11,1
U11075,11,monthly,basic,82.48,0,1,5,1
U11076,3,monthly,standard,46.48,1,1,1,0
U11077,15,monthly,basic,73.31,1,1,23,1
U11078,4,monthly,premium,50.41,0,0,18,0
U11079,60,two_year,premium,81.75,1,0,17,0
U11080,16,monthly,standard,88.74,0,1,2,1
U11081,7,monthly,standard,56.87,1,1,49,0
U11082,57,one_year,basic,57.37,1,1,6,0
U11083,23,one_year,premium,68.79,1,1,6,0
U11084,48,two_year,standard,16.31,1,1,5,0
U11085,56,monthly,standard,,1,0,11,0
U11086,53,monthly,standard,71.05,0,1,8,0
U11087,61,one_year,standard,53.98,0,1,7,0
U11088,31,two_year,premium,94.62,1,0,2,0
U11089,10,monthly,premium,26.9,1,1,10,0
U11090,47,monthly,premium,85.33,2,0,9,0
U11091,5,two_year,standard,47.31,1,0,23,0
U11092,26,one_year,basic,32.26,1,0,7,0
U11093,45,two_year,basic,71.18,0,0,17,0
U11094,25,one_year,standard,45.4,1,0,36,0
U11095,16,monthly,basic,30.93,0,0,11,0
U11096,47,two_year,basic,75.72,0,0,28,0
U11097,21,one_year,basic,38.58,2,1,3,0
U11098,59,monthly,basic,37.69,2,0,5,1
U11099,4,one_year,basic,72.48,0,1,15,0
U11100,17,monthly,standard,45.79,1,1,4,0
U11101,26,one_year,basic,54.88,1,1,7,0
U11102,66,monthly,standard,115.85,1,1,1,0
U11103,58,monthly,basic,79.65,0,1,14,0
U11104,70,monthly,standard,62.03,2,0,8,0
U11105,41,monthly,standard,15.0,2,1,16,0
U11106,52,monthly,premium,60.13,0,0,16,0
U11107,3,monthly,standard,58.63,0,1,8,0
U11108,65,monthly,standard,73.47,0,0,3,0
U11109,6,one_year,basic,45.9,0,1,13,0
U11110,6,monthly,premium,104.24,2,0,11,1
U11111,64,monthly,basic,63.31,1,0,12,0
U11112,28,monthly,standard,56.75,1,0,11,1
U11113,45,one_year,basic,104.62,2,0,10,0
U11114,15,one_year,standard,74.93,0,1,18,0
U11115,13,monthly,basic,67.35,4,1,11,1
