order_id,order_date,customer_id,country,category,unit_price,quantity,status
O101580,2025-04-23,C1595,CH,Sports,43.45,1,delivered
O101891,2025-04-23,C2192,FR,Fashion,39.3,3,delivered
O103492,2025-04-23,C2174,FR,Fashion,90.44,1,delivered
O100640,2025-04-23,C2100,CH,Fashion,52.0,2,delivered
O104974,2025-04-23,C2247,CH,Fashion,22.11,1,delivered
O100500,2025-04-23,C1854,DE,Books,16.5,3,delivered
O100783,2025-04-23,C1715,FR,Fashion,54.15,1,delivered
O102862,2025-04-23,C1154,IT,Fashion,43.2,3,delivered
O100541,2025-04-24,C2328,AT,Electronics,92.42,1,delivered
O103837,2025-04-24,C1474,CH,Sports,83.71,2,delivered
O102027,2025-04-24,C1085,DE,Home,90.71,3,delivered
O101978,2025-04-24,C2361,DE,Fashion,36.21,2,delivered
O104963,2025-04-25,C1106,CH,Fashion,67.21,1,cancelled
O100416,2025-04-25,C2009,CH,Books,17.11,2,delivered
O100758,2025-04-25,C2445,IT,Home,82.86,2,delivered
O101110,2025-04-25,C2510,CH,Electronics,229.24,3,delivered
O104309,2025-04-25,C1171,DE,Home,35.13,3,delivered
O100655,2025-04-25,C1547,CH,Home,115.24,1,returned
O103601,2025-04-25,C2011,CH,Home,104.16,2,delivered
O104404,2025-04-25,C1051,FR,Electronics,480.91,1,delivered
O102612,2025-04-25,C1954,DE,Books,12.4,3,delivered
O100336,2025-04-25,C2671,IT,Fashion,23.27,3,delivered
O104103,2025-04-26,C2729,FR,Home,97.55,2,delivered
O101938,2025-04-26,C1002,FR,Home,41.59,3,delivered
O100853,2025-04-26,C2522,FR,Sports,56.23,3,delivered
O102545,2025-04-26,C1275,DE,Sports,123.14,2,delivered
O104129,2025-04-26,C2144,FR,Sports,17.06,1,delivered
O104089,2025-04-26,C2544,DE,Home,109.88,3,delivered
O101594,2025-04-27,C1996,CH,Fashion,55.49,3,delivered
O102103,2025-04-27,C1967,CH,Fashion,35.41,1,delivered
O103510,2025-04-27,C2767,CH,Sports,58.18,3,cancelled
O100582,2025-04-27,C2735,CH,Home,172.27,3,delivered
O102914,2025-04-27,C2101,IT,Home,65.36,1,delivered
O100546,2025-04-27,C2304,IT,Home,146.41,2,delivered
O100143,2025-04-28,C1378,FR,Fashion,33.59,2,delivered
O102694,2025-04-28,C1368,AT,Electronics,250.15,1,delivered
O104701,2025-04-28,C2262,DE,Fashion,24.53,1,delivered
O102607,2025-04-28,C1271,AT,Books,14.84,3,delivered
O101388,2025-04-28,C1556,CH,Fashion,22.3,3,delivered
O103382,2025-04-28,C2659,DE,Home,45.74,3,delivered
O103530,2025-04-28,C1511,DE,Home,162.47,1,delivered
O104427,2025-04-28,C1129,FR,Home,200.59,1,delivered
O102225,2025-04-28,C1211,IT,Electronics,138.1,2,delivered
O103723,2025-04-29,C2676,DE,Books,14.21,2,delivered
O100108,2025-04-29,C2281,CH,Fashion,84.97,3,returned
O101207,2025-04-29,C1550,CH,Electronics,75.59,1,delivered
O103589,2025-04-29,C1568,DE,Electronics,331.69,3,returned
O101502,2025-04-29,C1069,DE,Sports,91.51,3,delivered
O101018,2025-04-29,C2092,DE,Fashion,70.2,3,delivered
O103854,2025-04-29,C2524,FR,Electronics,204.89,1,delivered
O101310,2025-04-30,C1683,FR,Home,43.17,3,returned
O104315,2025-04-30,C2675,CH,Sports,40.3,1,returned
O100364,2025-04-30,C1841,CH,Fashion,15.19,3,delivered
O103440,2025-04-30,C2030,CH,Electronics,114.49,2,delivered
O103265,2025-04-30,C1233,FR,Electronics,412.26,3,delivered
O101498,2025-04-30,C1396,CH,Fashion,20.11,1,cancelled
O100712,2025-05-01,C2540,CH,Electronics,248.64,2,delivered
O102810,2025-05-01,C2489,CH,Fashion,28.28,2,delivered
O100378,2025-05-01,C1118,AT,Electronics,462.77,3,delivered
O101718,2025-05-01,C1445,CH,Electronics,97.04,3,delivered
O102904,2025-05-01,C1921,FR,Books,20.86,1,delivered
O104955,2025-05-01,C1729,FR,Electronics,131.1,3,returned
O100366,2025-05-02,C1918,CH,Electronics,409.35,1,returned
O100131,2025-05-02,C1945,DE,Home,119.39,2,cancelled
O101265,2025-05-02,C1705,CH,Sports,73.45,3,delivered
O103165,2025-05-02,C1101,DE,Sports,37.76,3,delivered
O100912,2025-05-02,C1720,CH,Home,40.56,2,delivered
O103475,2025-05-02,C1250,CH,Books,9.44,1,delivered
O104855,2025-05-02,C1168,IT,Books,22.56,2,delivered
O102040,2025-05-02,C1433,CH,Fashion,126.17,3,delivered
O103326,2025-05-03,C1342,DE,Fashion,73.85,3,delivered
O101840,2025-05-03,C2317,CH,Electronics,497.44,3,returned
O101927,2025-05-03,C1646,DE,Fashion,66.89,3,delivered
O102797,2025-05-03,C2041,IT,Books,15.24,2,delivered
O102593,2025-05-03,C1827,CH,Books,17.71,3,delivered
O102928,2025-05-03,C2340,CH,Home,42.31,2,delivered
O103020,2025-05-03,C1066,IT,Sports,65.23,1,delivered
O104815,2025-05-03,C1790,FR,Home,75.38,3,delivered
O103031,2025-05-03,C1225,CH,Fashion,66.72,2,delivered
O101420,2025-05-03,C1696,CH,Sports,31.83,3,delivered
O104071,2025-05-03,C2030,CH,Fashion,32.2,1,delivered
O103731,2025-05-04,C1759,CH,Home,57.09,3,delivered
O104065,2025-05-04,C2632,AT,Electronics,65.62,2,delivered
O102638,2025-05-04,C1851,IT,Fashion,47.24,1,delivered
O101880,2025-05-04,C2412,DE,Sports,,2,delivered
O100699,2025-05-04,C1892,CH,Fashion,60.08,1,delivered
O101088,2025-05-04,C1472,DE,Fashion,31.79,1,delivered
O104537,2025-05-05,C2040,CH,Fashion,22.36,2,delivered
O103479,2025-05-05,C2050,IT,Books,11.75,3,delivered
O100083,2025-05-05,C2225,CH,Home,114.31,3,cancelled
O102663,2025-05-05,C1198,CH,Home,32.53,1,delivered
O102159,2025-05-05,C2046,FR,Electronics,227.51,2,delivered
O101457,2025-05-05,C2656,CH,Electronics,437.88,1,delivered
O101370,2025-05-06,C2134,FR,Home,61.33,2,delivered
O100075,2025-05-06,C2102,DE,Home,54.34,1,returned
O100652,2025-05-06,C2306,AT,Fashion,24.66,2,delivered
O101210,2025-05-06,C2557,DE,Fashion,50.33,3,delivered
O100984,2025-05-06,C1133,CH,Electronics,48.69,2,delivered
O101173,2025-05-06,C1893,IT,Books,12.44,3,delivered
O103015,2025-05-06,C1770,FR,Fashion,42.64,2,delivered
O104837,2025-05-07,C1430,DE,Home,78.96,1,delivered
O102945,2025-05-07,C2659,CH,Books,8.86,3,delivered
O104967,2025-05-07,C2689,CH,Books,18.1,3,delivered
O102811,2025-05-07,C1826,CH,Electronics,185.14,2,delivered
O101959,2025-05-07,C1441,CH,Books,12.64,1,delivered
O104287,2025-05-07,C2099,IT,Books,11.42,1,delivered
O102378,2025-05-07,C1191,FR,Fashion,31.57,1,delivered
O101239,2025-05-07,C1528,CH,Books,7.64,2,delivered
O100043,2025-05-07,C2254,FR,Home,76.13,2,delivered
O102346,2025-05-07,C2464,DE,Fashion,48.34,1,delivered
O103231,2025-05-07,C2464,FR,Electronics,1172.0,2,delivered
O103860,2025-05-08,C2383,DE,Fashion,39.79,3,delivered
O104029,2025-05-08,C1386,IT,Fashion,110.43,2,delivered
O102969,2025-05-08,C2184,CH,Sports,95.21,3,delivered
O104650,2025-05-08,C1187,FR,Electronics,341.48,3,delivered
O104202,2025-05-08,C1018,DE,Books,17.13,3,delivered
O101448,2025-05-08,C1127,FR,Books,17.66,2,delivered
O102226,2025-05-08,C2770,DE,Fashion,58.23,1,returned
O102340,2025-05-08,C2566,CH,Books,22.45,3,delivered
O102678,2025-05-08,C2604,DE,Books,11.93,1,returned
O103803,2025-05-08,C1205,DE,Sports,188.06,2,delivered
O102018,2025-05-09,C1688,CH,Electronics,103.42,2,delivered
O102266,2025-05-09,C2146,AT,Books,13.0,3,returned
O100449,2025-05-09,C2375,DE,Books,21.17,2,delivered
O102790,2025-05-09,C1107,DE,Sports,61.89,3,delivered
O101809,2025-05-09,C1069,CH,Electronics,351.73,1,delivered
O100992,2025-05-10,C1109,DE,Fashion,31.05,1,delivered
O101215,2025-05-10,C1638,FR,Electronics,247.18,1,delivered
O101204,2025-05-10,C1699,CH,Home,69.46,3,delivered
O103477,2025-05-10,C1910,CH,Sports,43.69,1,delivered
O102435,2025-05-10,C2080,FR,Electronics,255.96,3,returned
O103346,2025-05-10,C1672,AT,Home,50.19,3,delivered
O101070,2025-05-10,C1811,DE,Fashion,67.79,2,delivered
O103992,2025-05-11,C1137,IT,Sports,213.1,3,delivered
O103727,2025-05-11,C1835,IT,Home,88.67,2,delivered
O100474,2025-05-11,C1417,FR,Fashion,33.41,2,delivered
O100980,2025-05-11,C1212,FR,Home,117.68,3,cancelled
O104518,2025-05-11,C1836,DE,Electronics,107.82,1,delivered
O104598,2025-05-11,C2084,CH,Electronics,193.5,3,delivered
O101918,2025-05-11,C2247,FR,Sports,264.61,1,delivered
O104929,2025-05-11,C1449,AT,Home,45.76,1,delivered
O104657,2025-05-12,C2197,AT,Sports,93.38,1,delivered
O104536,2025-05-12,C2740,CH,Fashion,30.97,2,delivered
O100388,2025-05-12,C2446,CH,Books,11.58,3,delivered
O103871,2025-05-12,C2687,DE,Home,32.22,3,delivered
O102844,2025-05-12,C1641,CH,Electronics,486.1,2,delivered
O102372,2025-05-12,C1315,AT,Fashion,53.37,3,returned
O103360,2025-05-13,C2062,CH,Home,61.05,3,delivered
O101367,2025-05-13,C1506,CH,Home,,2,delivered
O100743,2025-05-13,C1401,AT,Electronics,328.16,1,delivered
O103619,2025-05-13,C2704,FR,Home,48.26,1,delivered
O100788,2025-05-13,C2205,AT,Fashion,27.67,1,returned
O101280,2025-05-13,C1931,FR,Electronics,156.91,3,delivered
O101579,2025-05-13,C1230,FR,Home,30.45,1,delivered
O100528,2025-05-13,C2509,CH,Electronics,96.71,3,delivered
O102077,2025-05-14,C2423,AT,Fashion,68.37,3,delivered
O103344,2025-05-14,C2016,IT,Fashion,92.78,3,delivered
O104968,2025-05-14,C2773,DE,Fashion,53.16,2,delivered
O100230,2025-05-14,C1681,AT,Sports,45.72,1,delivered
O103474,2025-05-14,C2044,CH,Books,17.97,2,delivered
O103807,2025-05-14,C1583,DE,Home,118.74,1,delivered
O100683,2025-05-14,C2066,DE,Electronics,85.15,2,delivered
O104842,2025-05-14,C1235,AT,Electronics,115.48,2,delivered
O103423,2025-05-14,C1710,CH,Books,19.81,3,delivered
O103507,2025-05-15,C1539,IT,Fashion,30.18,3,delivered
O101911,2025-05-15,C1491,DE,Electronics,106.06,1,delivered
O100157,2025-05-15,C1382,CH,Electronics,606.98,1,returned
O102447,2025-05-15,C1101,AT,Fashion,36.72,1,delivered
O104540,2025-05-15,C2633,CH,Home,57.13,1,delivered
O100079,2025-05-15,C1602,AT,Fashion,116.44,2,delivered
O103402,2025-05-15,C2373,CH,Home,55.37,2,cancelled
O102189,2025-05-16,C2264,DE,Sports,96.88,1,delivered
O103496,2025-05-16,C1919,FR,Home,72.24,2,delivered
O101441,2025-05-16,C2595,FR,Fashion,20.59,3,delivered
O104669,2025-05-16,C1129,CH,Electronics,274.63,3,delivered
O104247,2025-05-16,C2229,FR,Sports,229.72,3,delivered
O101702,2025-05-16,C2402,CH,Electronics,107.56,3,delivered
O104009,2025-05-16,C1904,CH,Home,68.06,1,delivered
O103825,2025-05-16,C1724,CH,Electronics,62.75,2,delivered
O100844,2025-05-16,C2521,IT,Books,19.93,2,delivered
O100989,2025-05-16,C2769,CH,Sports,46.86,1,delivered
O101351,2025-05-16,C1012,CH,Electronics,85.85,2,delivered
O101753,2025-05-16,C2703,FR,Fashion,49.03,1,delivered
O101209,2025-05-17,C2147,DE,Electronics,115.66,2,delivered
O103183,2025-05-17,C1854,DE,Home,48.26,1,cancelled
O102899,2025-05-17,C1421,DE,Electronics,81.22,1,delivered
O100483,2025-05-17,C1563,CH,Electronics,420.27,2,delivered
O101860,2025-05-17,C1558,CH,Books,15.59,1,delivered
O102549,2025-05-17,C1910,CH,Electronics,244.8,2,delivered
O101609,2025-05-18,C1512,FR,Books,20.23,2,delivered
O104083,2025-05-18,C1363,CH,Home,16.82,2,delivered
O103351,2025-05-18,C1297,FR,Electronics,352.29,3,delivered
O101429,2025-05-18,C1366,DE,Fashion,93.54,2,delivered
O102632,2025-05-18,C2440,DE,Fashion,25.17,3,delivered
O100562,2025-05-18,C1042,FR,Electronics,71.12,3,delivered
O103528,2025-05-19,C1268,CH,Fashion,121.66,3,returned
O100759,2025-05-19,C2716,CH,Books,16.45,2,delivered
O100759,2025-05-19,C2716,CH,Books,16.45,2,delivered
O101217,2025-05-19,C1860,AT,Sports,90.79,2,delivered
O103157,2025-05-19,C2655,DE,Home,108.51,1,delivered
O102661,2025-05-19,C1244,IT,Home,38.65,3,delivered
O104689,2025-05-19,C2472,CH,Home,151.41,2,delivered
O100256,2025-05-19,C2161,IT,Electronics,99.77,3,delivered
O100961,2025-05-19,C2029,DE,Fashion,67.26,1,delivered
O103374,2025-05-19,C1029,FR,Electronics,543.47,3,delivered
O104422,2025-05-20,C2208,IT,Home,38.51,1,delivered
O102848,2025-05-20,C2629,CH,Electronics,22.9,3,returned
O104935,2025-05-20,C1359,DE,Fashion,30.59,3,delivered
O100639,2025-05-21,C1657,CH,Home,104.96,2,delivered
O101450,2025-05-21,C1894,DE,Home,49.59,2,delivered
O104893,2025-05-21,C1701,CH,Electronics,895.09,1,cancelled
O102896,2025-05-21,C1508,DE,Sports,181.38,1,delivered
O102254,2025-05-21,C2323,DE,Home,20.84,3,delivered
O101504,2025-05-21,C1584,DE,Electronics,262.92,1,delivered
O103468,2025-05-21,C1626,CH,Sports,45.38,3,delivered
O102418,2025-05-21,C2790,DE,Sports,125.72,2,delivered
O101642,2025-05-21,C2512,CH,Home,128.65,1,delivered
O103610,2025-05-21,C1614,DE,Home,58.2,1,delivered
O104100,2025-05-21,C1158,CH,Books,15.71,2,delivered
O102723,2025-05-22,C1241,DE,Home,53.64,3,delivered
O100907,2025-05-22,C1843,CH,Home,104.9,1,delivered
O100236,2025-05-22,C1970,FR,Electronics,86.41,2,delivered
O103994,2025-05-22,C2603,DE,Books,17.89,2,delivered
O100931,2025-05-22,C1470,CH,Books,16.24,3,delivered
O101857,2025-05-22,C1441,DE,Sports,160.34,2,delivered
O102825,2025-05-22,C1036,IT,Sports,25.84,2,delivered
O100866,2025-05-22,C1562,CH,Fashion,25.16,-1,delivered
O100798,2025-05-22,C2754,FR,Fashion,49.04,2,delivered
O100720,2025-05-22,C2684,AT,Fashion,29.64,3,delivered
O101486,2025-05-23,C1374,FR,Books,19.13,2,delivered
O104177,2025-05-23,C2308,DE,Home,70.86,1,delivered
O101605,2025-05-23,C2761,DE,Electronics,72.03,2,delivered
O104765,2025-05-23,C2106,DE,Sports,78.03,3,delivered
O104443,2025-05-23,C2373,DE,Fashion,90.49,3,delivered
O102784,2025-05-23,C2091,DE,Sports,139.55,2,delivered
O103491,2025-05-23,C2268,DE,Fashion,31.49,3,delivered
O103910,2025-05-23,C1471,FR,Fashion,19.17,1,delivered
O101595,2025-05-23,C2521,IT,Sports,45.06,1,delivered
O101557,2025-05-24,C2188,CH,Home,47.21,1,delivered
O100239,2025-05-24,C1099,CH,Sports,42.45,1,delivered
O102850,2025-05-24,C1597,CH,Electronics,241.54,3,delivered
O102013,2025-05-25,C1714,DE,Electronics,349.74,2,delivered
O104783,2025-05-25,C1846,DE,Fashion,34.01,1,delivered
O101936,2025-05-25,C2642,CH,Fashion,51.6,2,delivered
O102763,2025-05-25,C1156,IT,Home,36.03,2,delivered
O103999,2025-05-25,C1053,DE,Home,33.88,1,delivered
O104602,2025-05-25,C1098,CH,Home,40.29,1,delivered
O101519,2025-05-25,C1477,CH,Home,33.25,1,delivered
O104576,2025-05-26,C1774,DE,Books,10.91,3,delivered
O104217,2025-05-26,C1938,DE,Home,48.2,3,delivered
O100053,2025-05-26,C1816,DE,Fashion,31.27,2,delivered
O104601,2025-05-27,C2264,CH,Electronics,172.85,3,delivered
O104882,2025-05-27,C1123,DE,Fashion,22.25,1,delivered
O102592,2025-05-27,C1934,CH,Home,135.81,2,returned
O102131,2025-05-27,C2451,CH,Electronics,43.38,2,delivered
O102099,2025-05-27,C1202,DE,Home,40.85,3,returned
O101117,2025-05-28,C2239,CH,Sports,66.21,3,delivered
O101614,2025-05-28,C1782,CH,Sports,96.87,1,delivered
O102123,2025-05-28,C1127,FR,Electronics,285.76,3,delivered
O103251,2025-05-28,C1819,DE,Sports,39.7,2,delivered
O100690,2025-05-28,C1936,IT,Home,54.71,1,delivered
O103857,2025-05-28,C1568,FR,Electronics,593.07,1,delivered
O102193,2025-05-28,C1195,CH,Sports,23.83,2,delivered
O102335,2025-05-28,C1854,DE,Home,53.08,3,delivered
O102381,2025-05-29,C2406,CH,Books,10.22,1,delivered
O100313,2025-05-29,C2389,DE,Fashion,49.98,3,delivered
O100520,2025-05-29,C1054,CH,Sports,140.23,1,delivered
O102657,2025-05-29,C2212,DE,Electronics,96.23,2,returned
O102118,2025-05-29,C1860,IT,Books,30.44,3,delivered
O103682,2025-05-30,C1425,DE,Fashion,47.32,2,delivered
O100070,2025-05-30,C1932,DE,Fashion,23.2,3,delivered
O100736,2025-05-30,C2567,IT,Electronics,120.13,2,delivered
O102024,2025-05-30,C1518,DE,Sports,54.64,1,delivered
O104753,2025-05-30,C1792,CH,Home,36.45,2,delivered
O102558,2025-05-30,C1451,FR,Books,27.86,1,delivered
O102515,2025-05-31,C2745,FR,Books,11.92,1,delivered
O100993,2025-05-31,C1560,FR,Electronics,209.28,2,delivered
O101902,2025-05-31,C1118,IT,Sports,,2,delivered
O102082,2025-05-31,C1448,AT,Sports,54.02,1,delivered
O103739,2025-05-31,C1985,FR,Books,13.37,1,delivered
O104165,2025-05-31,C2407,CH,Home,87.79,2,delivered
O100766,2025-05-31,C1736,IT,Electronics,73.08,1,delivered
O102930,2025-05-31,C2219,DE,Fashion,74.15,2,returned
O101967,2025-06-01,C1530,CH,Electronics,601.89,2,cancelled
O103255,2025-06-01,C2209,CH,Fashion,27.99,2,delivered
O100946,2025-06-01,C2078,AT,Sports,62.96,2,delivered
O100158,2025-06-01,C2767,CH,Sports,51.74,2,delivered
O100221,2025-06-01,C2238,AT,Books,15.84,3,delivered
O100764,2025-06-01,C2587,AT,Home,65.24,2,delivered
O103905,2025-06-01,C1107,AT,Sports,51.13,1,delivered
O100181,2025-06-01,C2151,DE,Sports,44.42,3,delivered
O102572,2025-06-01,C1676,FR,Fashion,11.52,2,delivered
O102407,2025-06-01,C2644,CH,Home,38.09,2,delivered
O104709,2025-06-01,C2498,CH,Sports,20.84,1,delivered
O101560,2025-06-02,C1467,CH,Fashion,39.49,2,delivered
O100605,2025-06-02,C2346,DE,Home,35.57,2,delivered
O101487,2025-06-02,C1613,CH,Home,61.01,2,delivered
O104877,2025-06-02,C1240,DE,Fashion,38.39,2,delivered
O104772,2025-06-02,C1732,CH,Sports,113.32,1,delivered
O101435,2025-06-02,C2499,AT,Fashion,72.73,3,delivered
O100482,2025-06-03,C2311,DE,Home,44.09,2,delivered
O101715,2025-06-03,C1549,CH,Home,164.71,2,delivered
O100558,2025-06-03,C2375,CH,Home,97.93,2,delivered
O101001,2025-06-03,C2132,DE,Fashion,51.77,3,delivered
O100032,2025-06-03,C2040,AT,Home,112.43,2,delivered
O104774,2025-06-03,C2566,DE,Electronics,11.52,3,delivered
O100733,2025-06-03,C2266,CH,Fashion,56.23,2,delivered
O102900,2025-06-03,C1637,FR,Home,50.32,3,delivered
O104917,2025-06-03,C1923,CH,Home,40.94,1,delivered
O102585,2025-06-03,C2418,CH,Fashion,34.0,3,delivered
O101773,2025-06-04,C1450,IT,Home,58.38,2,delivered
O103725,2025-06-04,C1508,DE,Books,17.43,1,delivered
O100717,2025-06-04,C1483,DE,Sports,74.81,1,delivered
O104482,2025-06-04,C1549,CH,Fashion,33.92,2,delivered
O101342,2025-06-04,C1578,FR,Fashion,61.17,3,delivered
O100299,2025-06-04,C2304,IT,Home,48.81,2,delivered
O102815,2025-06-04,C1157,DE,Sports,122.61,3,delivered
O100632,2025-06-04,C2099,CH,Books,18.42,2,delivered
O102870,2025-06-04,C1184,CH,Fashion,37.61,2,delivered
O102789,2025-06-05,C2705,FR,Books,25.18,1,delivered
O102485,2025-06-05,C2220,CH,Sports,74.63,2,returned
O103330,2025-06-05,C1099,DE,Sports,128.91,1,cancelled
O100246,2025-06-05,C1475,CH,Sports,27.73,2,delivered
O103318,2025-06-05,C2076,CH,Home,126.5,3,delivered
O104756,2025-06-05,C1038,DE,Electronics,102.84,2,delivered
O103536,2025-06-05,C2360,DE,Sports,148.75,1,delivered
O102229,2025-06-05,C1114,CH,Electronics,1257.72,3,delivered
O101784,2025-06-05,C2438,CH,Fashion,37.08,3,delivered
O103767,2025-06-06,C1958,CH,Electronics,523.66,2,delivered
O101180,2025-06-06,C1220,CH,Books,12.71,1,delivered
O102536,2025-06-06,C1696,IT,Home,39.76,3,delivered
O102847,2025-06-06,C1290,CH,Books,11.64,2,cancelled
O102555,2025-06-06,C2257,CH,Fashion,70.33,1,delivered
O102363,2025-06-06,C2723,AT,Home,81.98,2,delivered
O104716,2025-06-06,C1171,CH,Books,12.12,3,delivered
O103552,2025-06-06,C2679,DE,Home,117.27,1,delivered
O103091,2025-06-06,C1407,FR,Home,24.72,1,delivered
O101646,2025-06-06,C1910,CH,Fashion,81.24,1,delivered
O100879,2025-06-07,C2259,CH,Books,13.43,3,delivered
O103847,2025-06-07,C1242,FR,Electronics,182.41,3,returned
O104213,2025-06-07,C2362,FR,Home,28.08,2,delivered
O101629,2025-06-07,C2137,DE,Books,22.21,2,delivered
O102717,2025-06-07,C1749,CH,Home,43.54,3,delivered
O101253,2025-06-07,C1258,FR,Sports,151.8,1,delivered
O101723,2025-06-07,C2192,DE,Fashion,51.13,3,returned
O103361,2025-06-08,C2743,DE,Home,73.51,2,delivered
O101304,2025-06-08,C1780,AT,Sports,146.22,2,delivered
O100457,2025-06-08,C1427,CH,Sports,38.74,3,delivered
O103865,2025-06-09,C1060,CH,Electronics,75.54,3,delivered
O100882,2025-06-09,C2064,CH,Home,54.85,2,returned
O100384,2025-06-09,C2182,DE,Fashion,49.05,2,delivered
O100560,2025-06-09,C2366,DE,Fashion,79.79,3,delivered
O102807,2025-06-09,C1093,DE,Electronics,157.11,2,returned
O102035,2025-06-09,C2365,CH,Fashion,61.55,2,delivered
O100333,2025-06-09,C2298,CH,Books,8.51,3,delivered
O102577,2025-06-09,C1789,DE,Fashion,67.42,1,returned
O104021,2025-06-09,C2006,CH,Sports,26.8,1,delivered
O102637,2025-06-09,C2383,FR,Sports,78.63,3,delivered
O103718,2025-06-10,C1247,CH,Home,21.25,2,delivered
O100410,2025-06-10,C1451,DE,Fashion,26.62,1,returned
O100161,2025-06-10,C2275,DE,Home,69.67,1,delivered
O102165,2025-06-10,C1880,DE,Sports,72.17,3,delivered
O101518,2025-06-10,C1048,DE,Sports,61.51,3,delivered
O100877,2025-06-10,C1967,IT,Electronics,758.68,1,delivered
O103695,2025-06-10,C2390,CH,Fashion,67.09,3,delivered
O101313,2025-06-11,C2181,AT,Sports,85.66,1,delivered
O101187,2025-06-11,C2390,FR,Books,44.74,1,delivered
O101306,2025-06-11,C2065,DE,Sports,33.58,3,delivered
O104033,2025-06-11,C1204,DE,Home,23.86,1,returned
O104489,2025-06-11,C1730,CH,Books,21.33,1,delivered
O104638,2025-06-12,C2002,DE,Home,81.05,2,delivered
O102105,2025-06-12,C2495,DE,Home,72.8,2,delivered
O102681,2025-06-12,C1823,IT,Fashion,224.69,2,delivered
O100862,2025-06-12,C2678,DE,Books,19.45,2,delivered
O101391,2025-06-12,C1700,FR,Electronics,287.42,3,delivered
O103056,2025-06-12,C2503,DE,Home,108.99,3,delivered
O103196,2025-06-13,C2020,FR,Electronics,192.1,3,delivered
O101421,2025-06-13,C1379,CH,Fashion,33.17,1,cancelled
O104144,2025-06-13,C1871,DE,Home,28.6,1,delivered
O103294,2025-06-13,C2469,DE,Home,27.8,2,delivered
O101146,2025-06-13,C2479,DE,Electronics,43.76,3,delivered
O101229,2025-06-13,C1317,DE,Electronics,111.87,1,delivered
O101149,2025-06-13,C2697,CH,Electronics,145.87,3,delivered
O101899,2025-06-13,C2363,CH,Fashion,58.67,1,returned
O100917,2025-06-13,C2475,AT,Books,28.45,3,delivered
O102248,2025-06-13,C2772,CH,Fashion,55.14,2,delivered
O103654,2025-06-13,C2493,FR,Home,140.96,2,delivered
O103587,2025-06-14,C1009,FR,Fashion,40.37,2,delivered
O104067,2025-06-14,C2476,CH,Home,143.81,1,delivered
O102148,2025-06-14,C1127,AT,Fashion,66.69,1,returned
O103824,2025-06-14,C1493,FR,Home,39.45,3,delivered
O102061,2025-06-14,C1109,DE,Fashion,37.2,1,delivered
O102219,2025-06-14,C2040,CH,Sports,76.61,3,delivered
O102093,2025-06-14,C1503,DE,Home,73.7,2,delivered
O102859,2025-06-14,C2090,DE,Fashion,80.55,2,returned
O104608,2025-06-14,C2430,FR,Electronics,133.07,3,delivered
O104733,2025-06-15,C1343,CH,Home,114.26,1,delivered
O101385,2025-06-15,C2768,CH,Electronics,826.26,2,delivered
O102450,2025-06-15,C2387,CH,Books,17.02,2,delivered
O104997,2025-06-15,C1256,CH,Fashion,37.86,2,delivered
O103074,2025-06-15,C2612,CH,Fashion,27.53,3,delivered
O100295,2025-06-15,C1092,CH,Sports,168.67,3,delivered
O100850,2025-06-16,C1827,CH,Books,20.98,1,delivered
O104741,2025-06-16,C2230,CH,Electronics,185.52,1,returned
O100610,2025-06-16,C2262,FR,Electronics,259.78,1,delivered
O100806,2025-06-16,C1286,DE,Electronics,399.84,1,delivered
O101811,2025-06-16,C1180,CH,Home,126.66,2,delivered
O101382,2025-06-16,C1259,DE,Fashion,23.8,1,returned
O101625,2025-06-16,C1714,CH,Books,15.2,1,delivered
O101711,2025-06-16,C2692,DE,Home,41.1,1,cancelled
O104475,2025-06-17,C1798,DE,Fashion,62.93,1,delivered
O101789,2025-06-17,C2410,CH,Fashion,39.79,3,delivered
O102946,2025-06-17,C2756,IT,Books,38.75,1,delivered
O102512,2025-06-17,C2401,DE,Sports,48.13,3,delivered
O103877,2025-06-17,C1014,DE,Home,30.17,2,delivered
O100765,2025-06-17,C2449,DE,Books,16.4,3,delivered
O104017,2025-06-18,C2251,DE,Sports,51.06,3,delivered
O104098,2025-06-18,C2775,CH,Electronics,122.26,2,delivered
O100534,2025-06-18,C2331,DE,Sports,54.36,1,delivered
O103441,2025-06-18,C2233,DE,Fashion,47.02,2,cancelled
O102076,2025-06-18,C1988,IT,Electronics,466.92,3,delivered
O104234,2025-06-18,C1018,DE,Sports,114.94,3,delivered
O101381,2025-06-18,C2181,AT,Sports,23.98,2,delivered
O103347,2025-06-19,C1576,DE,Books,22.1,3,delivered
O101091,2025-06-19,C2591,DE,Sports,23.38,2,delivered
O104429,2025-06-19,C1739,CH,Fashion,40.48,2,delivered
O101353,2025-06-19,C1383,CH,Home,82.8,2,delivered
O102873,2025-06-19,C1175,CH,Electronics,104.63,1,delivered
O100729,2025-06-20,C2376,AT,Home,101.07,3,delivered
O102101,2025-06-20,C2373,DE,Electronics,55.59,2,delivered
O101558,2025-06-20,C2469,FR,Books,13.53,3,delivered
O101340,2025-06-20,C2128,CH,Books,14.8,2,delivered
O100027,2025-06-20,C2302,CH,Home,61.2,3,delivered
O103786,2025-06-20,C2626,IT,Sports,35.33,2,cancelled
O104330,2025-06-20,C1286,FR,Home,147.72,3,delivered
O101916,2025-06-20,C1761,DE,Sports,81.43,3,delivered
